,Knot Type,Replica #,Correlation Fraction,Correlation Score,Representation
1268,$8_{19}$,61,0.904,1.275664997,1D Writhe
1273,$8_{19}$,62,0.886,1.213063849,1D Writhe
1278,$8_{19}$,63,0.952,1.355584667,1D Writhe


4,$3_1$,0,0.896,2.197586579,3D Writhe
9,$3_1$,1,0.907,1.676332842,3D Writhe
14,$3_1$,2,0.881,1.646341236,3D Writhe
19,$3_1$,3,0.962,1.924,3D Writhe
24,$3_1$,4,0.967,2.416400538,3D Writhe
29,$3_1$,5,0.904,1.656848981,3D Writhe
34,$3_1$,6,0.903,1.947010272,3D Writhe
39,$3_1$,7,0.838,1.339222931,3D Writhe
44,$3_1$,8,0.84,1.540656833,3D Writhe
49,$3_1$,9,0.913,1.601063401,3D Writhe
54,$3_1$,10,0.893,1.570999317,3D Writhe
59,$3_1$,11,0.936,1.971298235,3D Writhe
64,$3_1$,12,0.911,1.62175249,3D Writhe
69,$3_1$,13,0.911,2.302086281,3D Writhe
74,$3_1$,14,0.871,1.597567149,3D Writhe
79,$3_1$,15,0.936,1.68884783,3D Writhe
84,$3_1$,16,0.87,1.555376777,3D Writhe
89,$3_1$,17,0.843,2.256158268,3D Writhe
94,$3_1$,18,0.899,2.02938202,3D Writhe
99,$3_1$,19,0.933,1.862357229,3D Writhe
104,$3_1$,20,0.867,1.538499759,3D Writhe
109,$3_1$,21,0.874,1.400887977,3D Writhe
114,$3_1$,22,0.788,1.498668695,3D Writhe
119,$3_1$,23,0.846,1.616441078,3D Writhe
124,$3_1$,24,0.937,2.142164752,3D Writhe
129,$3_1$,25,0.9,2.121520706,3D Writhe
134,$3_1$,26,0.839,1.574020224,3D Writhe
139,$3_1$,27,0.906,1.671555875,3D Writhe
144,$3_1$,28,0.849,1.60009348,3D Writhe
149,$3_1$,29,0.903,1.688140764,3D Writhe
154,$3_1$,30,0.947,1.873185166,3D Writhe
159,$3_1$,31,0.79,1.370390544,3D Writhe
164,$3_1$,32,0.901,2.026431322,3D Writhe
169,$3_1$,33,0.947,1.795744068,3D Writhe
174,$3_1$,34,0.91,1.581546996,3D Writhe
179,$3_1$,35,0.88,1.485542966,3D Writhe
184,$3_1$,36,0.943,1.673261529,3D Writhe
189,$3_1$,37,0.872,1.713365033,3D Writhe
194,$3_1$,38,0.9,2.04448806,3D Writhe
199,$3_1$,39,0.919,1.682293631,3D Writhe
204,$3_1$,40,0.899,1.566950077,3D Writhe
209,$3_1$,41,0.956,2.709550883,3D Writhe
214,$3_1$,42,0.878,1.461302123,3D Writhe
219,$3_1$,43,0.875,1.544991931,3D Writhe
224,$3_1$,44,0.843,1.427018902,3D Writhe
229,$3_1$,45,0.872,1.391344307,3D Writhe
234,$3_1$,46,0.792,1.405591129,3D Writhe
239,$3_1$,47,0.883,1.657873491,3D Writhe
244,$3_1$,48,0.829,1.289770517,3D Writhe
249,$3_1$,49,0.885,1.590313642,3D Writhe
254,$3_1$,50,0.89,1.562050252,3D Writhe
259,$3_1$,51,0.903,1.592867903,3D Writhe
264,$3_1$,52,0.901,1.912463916,3D Writhe
269,$3_1$,53,0.904,1.59102829,3D Writhe
274,$3_1$,54,0.957,1.695984575,3D Writhe
279,$3_1$,55,0.929,2.893774491,3D Writhe
284,$3_1$,56,0.961,2.615307578,3D Writhe
289,$3_1$,57,0.944,2.214413392,3D Writhe
294,$3_1$,58,0.833,1.467856929,3D Writhe
299,$3_1$,59,0.881,1.585364976,3D Writhe
304,$3_1$,60,0.899,1.676713269,3D Writhe
309,$3_1$,61,0.938,1.662731417,3D Writhe
314,$3_1$,62,0.916,1.797890423,3D Writhe
319,$3_1$,63,0.906,2.05364874,3D Writhe


324,$5_1$,0,0.985,1.718968689,3D Writhe
329,$5_1$,1,0.973,1.426276319,3D Writhe
334,$5_1$,2,0.98,1.713915948,3D Writhe
339,$5_1$,3,0.994,1.522457007,3D Writhe
344,$5_1$,4,0.989,1.615289887,3D Writhe
349,$5_1$,5,0.983,1.671899502,3D Writhe
354,$5_1$,6,0.963,1.393217073,3D Writhe
359,$5_1$,7,0.973,1.581224222,3D Writhe
364,$5_1$,8,0.983,1.460298596,3D Writhe
369,$5_1$,9,0.965,1.394609437,3D Writhe
374,$5_1$,10,0.969,1.450355629,3D Writhe
379,$5_1$,11,0.97,1.389187254,3D Writhe
384,$5_1$,12,0.991,1.559338249,3D Writhe
389,$5_1$,13,0.966,1.48072301,3D Writhe
394,$5_1$,14,0.96,1.368804378,3D Writhe
399,$5_1$,15,0.916,1.344350353,3D Writhe
404,$5_1$,16,0.991,1.721125557,3D Writhe
409,$5_1$,17,0.965,1.353853924,3D Writhe
414,$5_1$,18,0.992,1.681099493,3D Writhe
419,$5_1$,19,0.986,1.515500838,3D Writhe
424,$5_1$,20,0.971,1.420699786,3D Writhe
429,$5_1$,21,0.952,1.328825748,3D Writhe
434,$5_1$,22,0.994,1.740068132,3D Writhe
439,$5_1$,23,0.959,1.443555331,3D Writhe
444,$5_1$,24,0.968,1.399612504,3D Writhe
449,$5_1$,25,0.935,1.383279334,3D Writhe
454,$5_1$,26,0.985,1.651376762,3D Writhe
459,$5_1$,27,0.981,1.487707081,3D Writhe
464,$5_1$,28,0.952,1.419950302,3D Writhe
469,$5_1$,29,0.98,1.453178011,3D Writhe
474,$5_1$,30,0.955,1.446224672,3D Writhe
479,$5_1$,31,0.96,1.490442537,3D Writhe
484,$5_1$,32,0.956,1.351794663,3D Writhe
489,$5_1$,33,0.976,1.438318818,3D Writhe
494,$5_1$,34,0.986,1.500322585,3D Writhe
499,$5_1$,35,0.968,1.382833437,3D Writhe
504,$5_1$,36,0.991,1.599346705,3D Writhe
509,$5_1$,37,0.972,1.477154259,3D Writhe
514,$5_1$,38,0.968,1.350951528,3D Writhe
519,$5_1$,39,0.989,1.564135898,3D Writhe
524,$5_1$,40,0.977,1.431329862,3D Writhe
529,$5_1$,41,0.965,1.400771658,3D Writhe
534,$5_1$,42,0.993,1.868641819,3D Writhe
539,$5_1$,43,0.968,1.368553801,3D Writhe
544,$5_1$,44,0.987,1.494132465,3D Writhe
549,$5_1$,45,0.94,1.473197214,3D Writhe
554,$5_1$,46,0.966,1.446402262,3D Writhe
559,$5_1$,47,0.973,1.554804874,3D Writhe
564,$5_1$,48,0.961,1.651333267,3D Writhe
569,$5_1$,49,0.985,1.435190582,3D Writhe
574,$5_1$,50,0.978,2.14494381,3D Writhe
579,$5_1$,51,0.968,1.384340365,3D Writhe
584,$5_1$,52,0.958,1.322915717,3D Writhe
589,$5_1$,53,0.939,1.654456461,3D Writhe
594,$5_1$,54,0.993,1.496139869,3D Writhe
599,$5_1$,55,0.995,1.516879284,3D Writhe
604,$5_1$,56,0.971,1.444777079,3D Writhe
609,$5_1$,57,0.983,1.560272881,3D Writhe
614,$5_1$,58,0.962,1.372615046,3D Writhe
619,$5_1$,59,0.984,1.50005488,3D Writhe
624,$5_1$,60,0.965,1.412168945,3D Writhe
629,$5_1$,61,0.977,1.467672155,3D Writhe
634,$5_1$,62,0.972,1.510099959,3D Writhe
639,$5_1$,63,0.977,1.396488339,3D Writhe


644,$7_1$,0,0.973,1.298500252,3D Writhe
649,$7_1$,1,0.99,1.290030023,3D Writhe
654,$7_1$,2,0.985,1.287275446,3D Writhe
659,$7_1$,3,0.961,1.293882266,3D Writhe
664,$7_1$,4,0.99,1.449309309,3D Writhe
669,$7_1$,5,0.99,1.323391411,3D Writhe
674,$7_1$,6,0.981,1.352066553,3D Writhe
679,$7_1$,7,0.99,1.428827092,3D Writhe
684,$7_1$,8,0.975,1.249830151,3D Writhe
689,$7_1$,9,0.995,1.345089006,3D Writhe
694,$7_1$,10,0.983,1.291273461,3D Writhe
699,$7_1$,11,0.988,1.302855997,3D Writhe
704,$7_1$,12,0.995,1.329524257,3D Writhe
709,$7_1$,13,0.97,1.244783459,3D Writhe
714,$7_1$,14,0.975,1.299466352,3D Writhe
719,$7_1$,15,0.997,1.345667948,3D Writhe
724,$7_1$,16,0.951,1.241832114,3D Writhe
729,$7_1$,17,0.988,1.276317591,3D Writhe
734,$7_1$,18,0.996,1.435626011,3D Writhe
739,$7_1$,19,0.993,1.358078722,3D Writhe
744,$7_1$,20,0.987,1.393308168,3D Writhe
749,$7_1$,21,0.996,1.373179434,3D Writhe
754,$7_1$,22,0.99,1.388024295,3D Writhe
759,$7_1$,23,0.998,1.336003556,3D Writhe
764,$7_1$,24,0.994,1.340283752,3D Writhe
769,$7_1$,25,0.978,1.300556127,3D Writhe
774,$7_1$,26,0.986,1.257444556,3D Writhe
779,$7_1$,27,0.979,1.276691192,3D Writhe
784,$7_1$,28,0.995,1.323518457,3D Writhe
789,$7_1$,29,0.997,1.342876692,3D Writhe
794,$7_1$,30,0.995,1.518759349,3D Writhe
799,$7_1$,31,0.979,1.273489309,3D Writhe
804,$7_1$,32,0.994,1.499571551,3D Writhe
809,$7_1$,33,0.996,1.376188621,3D Writhe
814,$7_1$,34,0.975,1.326685844,3D Writhe
819,$7_1$,35,0.986,1.258635568,3D Writhe
824,$7_1$,36,0.982,1.387942707,3D Writhe
829,$7_1$,37,0.997,1.274707853,3D Writhe
834,$7_1$,38,0.989,1.384444388,3D Writhe
839,$7_1$,39,0.978,1.317132691,3D Writhe
844,$7_1$,40,0.963,1.277672963,3D Writhe
849,$7_1$,41,0.991,1.340776379,3D Writhe
854,$7_1$,42,0.996,1.392200879,3D Writhe
859,$7_1$,43,0.998,1.424355044,3D Writhe
864,$7_1$,44,0.986,1.326477623,3D Writhe
869,$7_1$,45,0.995,1.334291699,3D Writhe
874,$7_1$,46,0.99,1.319117071,3D Writhe
879,$7_1$,47,0.988,1.273015423,3D Writhe
884,$7_1$,48,0.994,1.318848118,3D Writhe
889,$7_1$,49,0.994,1.330182291,3D Writhe
894,$7_1$,50,0.994,1.377261605,3D Writhe
899,$7_1$,51,0.99,1.287429744,3D Writhe
904,$7_1$,52,0.99,1.304492197,3D Writhe
909,$7_1$,53,0.984,1.329984943,3D Writhe
914,$7_1$,54,0.988,1.323672844,3D Writhe
919,$7_1$,55,0.982,1.273700294,3D Writhe
924,$7_1$,56,0.981,1.441667573,3D Writhe
929,$7_1$,57,0.996,1.707859928,3D Writhe
934,$7_1$,58,0.993,1.443796618,3D Writhe
939,$7_1$,59,0.985,1.289348022,3D Writhe
944,$7_1$,60,0.991,1.417573332,3D Writhe
949,$7_1$,61,0.995,1.391697927,3D Writhe
954,$7_1$,62,0.995,1.352141003,3D Writhe
959,$7_1$,63,0.991,1.33015135,3D Writhe


964,$8_{19}$,0,0.993,1.451457304,3D Writhe
969,$8_{19}$,1,0.997,1.394249594,3D Writhe
974,$8_{19}$,2,0.99,1.44031425,3D Writhe
979,$8_{19}$,3,0.993,1.402835621,3D Writhe
984,$8_{19}$,4,0.978,1.282111788,3D Writhe
989,$8_{19}$,5,0.991,1.412014807,3D Writhe
994,$8_{19}$,6,0.985,1.386605252,3D Writhe
999,$8_{19}$,7,0.988,1.354263188,3D Writhe
1004,$8_{19}$,8,0.993,1.327675004,3D Writhe
1009,$8_{19}$,9,0.993,1.390639442,3D Writhe
1014,$8_{19}$,10,0.989,1.344100635,3D Writhe
1019,$8_{19}$,11,0.985,1.421044735,3D Writhe
1024,$8_{19}$,12,0.988,1.326519926,3D Writhe
1029,$8_{19}$,13,0.993,1.640617255,3D Writhe
1034,$8_{19}$,14,0.986,1.415202664,3D Writhe
1039,$8_{19}$,15,0.996,1.43795983,3D Writhe
1044,$8_{19}$,16,0.991,1.437085805,3D Writhe
1049,$8_{19}$,17,0.986,1.398331646,3D Writhe
1054,$8_{19}$,18,0.988,1.382583921,3D Writhe
1059,$8_{19}$,19,0.997,1.450671354,3D Writhe
1064,$8_{19}$,20,0.998,1.367865308,3D Writhe
1069,$8_{19}$,21,0.979,1.36192021,3D Writhe
1074,$8_{19}$,22,0.985,1.354592412,3D Writhe
1079,$8_{19}$,23,0.986,1.368524492,3D Writhe
1084,$8_{19}$,24,0.985,1.418879014,3D Writhe
1089,$8_{19}$,25,0.991,1.368187366,3D Writhe
1094,$8_{19}$,26,0.98,1.312638296,3D Writhe
1099,$8_{19}$,27,0.996,1.513010983,3D Writhe
1104,$8_{19}$,28,0.998,1.432274101,3D Writhe
1109,$8_{19}$,29,0.988,1.389299023,3D Writhe
1114,$8_{19}$,30,0.988,1.290727144,3D Writhe
1119,$8_{19}$,31,0.991,1.50521433,3D Writhe
1124,$8_{19}$,32,0.993,1.609525538,3D Writhe
1129,$8_{19}$,33,0.977,1.290873249,3D Writhe
1134,$8_{19}$,34,0.996,1.476163516,3D Writhe
1139,$8_{19}$,35,0.987,1.342626978,3D Writhe
1144,$8_{19}$,36,0.972,1.337722679,3D Writhe
1149,$8_{19}$,37,0.991,1.388686479,3D Writhe
1154,$8_{19}$,38,0.993,1.385095646,3D Writhe
1159,$8_{19}$,39,0.989,1.390236017,3D Writhe
1164,$8_{19}$,40,0.981,1.323018911,3D Writhe
1169,$8_{19}$,41,0.987,1.343354275,3D Writhe
1174,$8_{19}$,42,0.998,1.434761482,3D Writhe
1179,$8_{19}$,43,0.975,1.282996026,3D Writhe
1184,$8_{19}$,44,0.986,1.426690397,3D Writhe
1189,$8_{19}$,45,0.988,1.361898277,3D Writhe
1194,$8_{19}$,46,0.99,1.405267909,3D Writhe
1199,$8_{19}$,47,0.993,1.460324183,3D Writhe
1204,$8_{19}$,48,0.992,1.430528517,3D Writhe
1209,$8_{19}$,49,0.989,1.436230773,3D Writhe
1214,$8_{19}$,50,0.997,1.619295111,3D Writhe
1219,$8_{19}$,51,0.982,1.376356384,3D Writhe
1224,$8_{19}$,52,0.985,1.329952419,3D Writhe
1229,$8_{19}$,53,0.992,1.411782119,3D Writhe
1234,$8_{19}$,54,0.998,1.427243475,3D Writhe
1239,$8_{19}$,55,0.987,1.415147092,3D Writhe
1244,$8_{19}$,56,0.991,1.522385675,3D Writhe
1249,$8_{19}$,57,0.992,1.474737684,3D Writhe
1254,$8_{19}$,58,0.991,1.462342108,3D Writhe
1259,$8_{19}$,59,0.986,1.390381269,3D Writhe
1264,$8_{19}$,60,0.967,1.272820607,3D Writhe
1269,$8_{19}$,61,0.99,1.397022508,3D Writhe
1274,$8_{19}$,62,0.994,1.360931677,3D Writhe
1279,$8_{19}$,63,0.994,1.415389873,3D Writhe
